24,53 42
24,56 93
24,93 208
24,124 113
24,151 70
24,201 186
24,216 203
24,225 201
24,249 96
25,4 21
25,6 132
25,44 94
25,65 90
25,98 41
25,156 210
25,178 17
25,187 114
25,215 96
25,222 151
25,225 50
25,238 104
26,33 161
26,149 66
26,151 180
26,186 95
27,45 1
27,118 149
27,121 21
28,14 173
28,24 248
28,35 52
28,74 228
28,79 24
28,191 217
28,215 150
28,225 192
28,245 73
29,47 233
29,124 101
29,171 26
29,207 112
30,4 11
30,19 49
30,23 185
30,63 112
30,67 139
30,136 102
30,166 45
30,173 121
30,235 182
31,54 44
31,86 42
31,123 182
31,132 93
31,135 91
31,166 154
31,183 164
31,187 162
31,193 160
31,215 251
31,225 178
31,251 111
32,37 103
32,148 21
32,171 200
32,184 162
32,190 13
32,194 235
33,24 29
33,98 174
33,121 3
33,124 183
33,126 119
33,133 74
33,217 245
33,244 124
34,14 27
34,16 161
34,20 19
34,74 2
34,78 170
34,104 206
34,114 114
34,116 30
34,126 163
34,174 247
34,230 50
34,251 208
34,255 243
35,17 228
35,24 63
35,33 78
35,41 237
35,101 200
35,105 12
35,185 127
35,221 69
35,231 148
36,51 67
36,61 253
36,168 228
36,178 27
36,211 143
36,221 35
36,243 43
36,246 75
37,34 32
37,38 231
37,70 124
37,131 240
37,183 110
37,217 95
37,239 234
38,30 244
38,55 62
38,122 37
38,125 206
38,133 148
38,188 49
38,243 165
38,246 65
38,249 25
39,44 38
39,94 236
39,110 188
39,111 196
39,204 240
39,237 229
40,16 116
40,115 106
40,179 137
40,196 192
40,212 162
40,215 114
40,223 179
40,244 77
40,248 34
41,35 195
41,62 96
41,158 34
41,164 215
42,31 40
42,38 229
42,41 253
42,56 205
42,100 47
42,115 252
42,152 124
42,168 198
42,175 73
42,220 25
42,225 33
43,5 13
43,33 11
43,37 175
43,52 246
43,54 159
43,59 243
43,65 45
43,69 103
43,72 138
43,81 143
43,147 134
43,151 130
43,172 211
43,177 111
44,27 138
44,32 219
44,85 177
44,124 246
44,171 69
44,197 208
44,199 224
44,253 246
45,19 231
45,25 127
45,46 55
45,99 243
45,100 145
45,110 50
45,172 171
45,184 14
46,48 221
46,60 222
46,73 194
46,95 43
46,115 73
46,238 212
47,10 210
47,104 102
47,115 116
47,138 237
47,196 240
47,209 113
47,222 5
48,8 49
48,20 36
48,38 248
48,39 13
48,69 218
48,76 0
48,139 106
48,174 7
48,205 155
48,206 231
48,222 5
48,246 78
49,6 204
49,32 79
49,70 92
49,72 92
49,73 173
49,95 118
49,140 250
49,226 198
50,12 64
50,21 153
50,128 210
50,129 115
50,171 252
50,173 183
50,233 212
50,252 172
50,255 204
51,101 95
51,116 59
51,128 121
51,131 135
51,137 161
51,144 126
51,208 222
51,246 3
52,4 79
52,53 68
52,109 138
52,167 175
52,186 52
52,207 68
52,211 163
52,228 115
53,0 216
53,16 121
53,75 163
53,93 204
53,94 42
53,158 57
53,185 84
53,212 5
53,221 208
54,25 96
54,33 83
54,45 34
54,91 185
54,95 85
54,124 23
54,125 176
54,132 149
54,136 236
54,175 6
54,191 31
54,193 165
54,248 200
55,18 109
55,43 254
55,53 190
56,5 177
56,42 37
56,46 226
56,57 169
56,73 215
56,108 20
56,113 214
56,117 247
56,123 202
56,127 12
56,143 168
56,162 180
56,224 213
57,10 108
57,39 196
57,103 112
57,149 117
57,154 130
57,215 155
57,229 252
57,234 7
57,236 251
57,239 2
58,21 172
58,37 195
58,74 90
58,84 51
58,92 65
58,101 200
58,114 55
58,124 28
58,147 92
58,159 218
58,200 188
59,11 43
59,34 131
59,54 165
59,74 208
59,145 58
59,149 154
59,224 252
60,3 125
60,61 182
60,144 64
60,178 92
61,41 192
61,82 25
61,91 219
61,127 0
61,128 224
61,139 170
61,149 177
61,195 209
61,237 104
61,241 53
62,11 125
62,39 200
62,89 55
62,134 189
62,145 165
62,190 134
62,215 138
62,216 88
63,28 1
63,69 207
63,70 208
63,129 172
63,214 54
64,24 180
64,30 168
64,149 20
64,222 82
64,231 254
64,246 6
65,26 82
65,39 45
65,142 70
65,144 80
65,153 93
65,166 211
65,170 60
65,194 239
65,218 172
65,228 29
65,231 39
65,251 211
66,51 57
66,79 212
66,109 184
66,126 175
66,151 57
66,163 136
66,179 57
66,208 79
66,215 181
66,224 96
66,232 81
66,240 60
67,53 4
67,65 32
67,140 208
67,199 180
67,222 45
67,229 76
68,0 140
68,3 191
68,17 244
68,34 124
68,40 117
68,111 181
68,134 99
68,177 138
69,5 154
69,9 193
69,56 86
69,110 135
69,126 24
69,166 202
69,170 181
69,188 5
69,240 186
69,243 113
70,0 83
70,55 53
70,60 176
70,97 114
70,141 20
70,145 18
70,175 144
70,183 47
70,215 246
70,254 127
71,21 52
71,39 16
71,130 74
71,144 69
71,147 74
71,150 122
71,206 197
72,9 79
72,120 50
72,156 237
72,223 30
72,238 82
73,20 120
73,45 82
73,50 22
73,55 121
73,165 231
73,213 169
73,246 193
74,73 184
74,151 101
75,38 252
75,84 119
75,99 147
75,103 22
75,135 191
75,180 58
75,188 204
75,206 103
75,208 19
75,211 116
76,22 29
76,36 152
76,83 133
76,121 29
76,137 171
76,148 155
76,168 117
76,179 167
76,212 25
76,230 31
77,47 231
77,55 186
77,88 118
77,90 147
77,94 13
77,143 233
77,159 104
77,192 123
78,23 241
78,76 245
78,150 70
78,162 153
78,206 200
79,27 185
79,122 212
79,131 172
79,175 167
79,205 179
79,255 125
80,14 168
80,20 99
80,89 74
80,179 167
80,180 86
80,196 102
81,4 157
81,64 7
81,116 9
81,118 194
81,146 122
81,156 52
81,193 119
81,214 12
81,232 125
82,28 91
82,67 84
82,107 142
82,175 176
82,231 77
83,92 223
83,124 144
83,135 6
83,238 166
83,247 152
84,0 214
84,9 225
84,70 13
84,114 107
84,129 199
84,178 175
84,204 249
84,255 8
85,4 165
85,9 65
85,14 78
85,79 70
85,115 250
85,204 74
86,6 72
86,33 118
86,100 99
86,160 172
86,183 137
86,210 220
86,213 129
86,215 237
86,250 27
87,78 234
87,98 42
87,148 25
87,165 37
87,175 80
87,183 250
87,212 74
87,227 118
88,14 217
88,15 203
88,28 83
88,50 0
88,60 82
88,65 142
88,99 197
88,112 98
88,147 170
88,162 56
88,171 9
88,190 95
88,193 68
88,230 12
89,12 70
89,58 84
89,63 79
89,74 47
89,80 176
89,99 71
89,103 34
89,123 254
89,175 173
89,233 69
89,249 83
90,3 125
90,181 92
90,186 84
91,14 233
91,30 254
91,48 25
91,56 215
91,60 32
91,84 84
91,94 80
91,117 138
91,150 28
91,151 3
91,159 87
92,91 84
92,96 145
92,165 95
92,169 25
92,183 47
92,240 163
92,244 142
93,33 155
93,41 213
93,69 121
93,82 63
93,89 109
93,92 11
93,97 254
93,105 62
93,135 151
93,162 98
93,232 127
94,12 220
94,35 23
94,57 0
94,105 249
94,113 24
94,156 203
94,164 144
95,5 154
95,150 16
95,175 87
95,208 43
95,227 31
95,231 134
95,245 42
95,250 72
96,12 18
96,17 223
96,50 228
96,82 229
96,109 206
96,125 139
96,143 92
96,148 62
96,209 195
97,5 234
97,36 218
97,138 157
97,139 147
97,200 218
97,236 181
98,89 84
98,90 12
98,106 102
98,158 228
99,9 234
99,51 82
99,53 219
99,102 96
99,161 215
99,163 176
99,211 3
100,33 253
100,60 234
100,94 69
100,99 158
100,113 7
100,118 252
100,124 225
100,126 202
100,193 98
100,232 211
100,238 223
101,20 127
101,39 205
101,83 7
101,110 35
101,157 166
101,168 121
101,197 108
101,201 215
101,208 55
102,71 2
102,155 44
102,160 177
102,188 132
103,16 72
103,27 84
103,92 98
103,143 133
103,255 184
104,39 90
104,116 148
104,223 231
104,228 148
104,251 211
105,2 165
105,66 91
105,71 230
105,74 51
105,91 192
105,190 106
105,203 247
105,210 32
106,31 229
106,84 130
106,110 207
106,179 150
106,254 56
107,15 226
107,149 174
107,154 27
107,192 202
107,203 198
107,227 42
108,35 110
108,40 254
108,70 152
108,72 33
108,76 172
108,77 40
108,158 4
108,159 120
108,173 25
108,203 54
108,227 227
109,1 66
109,30 239
109,69 33
109,82 76
109,116 136
109,209 131
109,228 31
109,233 155
109,240 214
109,246 207
110,41 62
110,94 60
110,125 235
110,131 182
110,205 39
110,230 59
110,246 213
111,13 85
111,36 42
111,47 4
111,81 140
111,122 47
111,167 129
111,218 164
111,221 77
112,21 236
112,26 75
112,27 181
112,44 40
112,69 99
112,93 249
112,107 220
112,126 5
112,184 17
112,206 103
112,212 82
112,239 174
113,56 237
113,89 172
113,110 66
113,188 66
113,197 76
113,214 71
114,12 129
114,82 134
114,232 98
115,1 107
115,39 143
115,47 237
115,72 122
115,105 154
115,113 142
115,170 96
116,2 170
116,14 204
116,175 207
116,243 43
117,101 105
117,136 214
117,175 16
117,179 160
117,207 151
117,216 231
117,251 178
118,31 196
118,38 139
118,109 123
118,171 46
118,194 237
118,203 254
118,221 130
118,231 121
118,233 69
119,78 197
119,80 191
119,188 33
119,220 69
119,224 97
119,225 158
119,228 227
120,76 165
120,110 172
120,143 213
120,166 148
120,177 186
120,200 24
120,240 45
120,252 43
121,6 118
121,49 242
121,69 81
121,106 8
121,124 109
121,139 184
121,157 197
121,177 37
121,202 229
121,218 227
121,222 5
122,52 72
122,86 122
122,116 12
122,129 81
122,180 5
122,192 240
122,198 76
122,203 16
122,204 74
122,214 6
122,219 214
122,224 65
123,32 94
123,84 142
123,136 2
123,150 16
123,178 238
123,184 227
123,188 193
123,213 140
124,7 130
124,49 192
124,74 166
124,89 114
124,158 212
124,159 173
124,175 90
124,205 158
125,5 215
125,19 77
125,59 89
125,73 179
125,131 186
125,143 50
125,167 69
125,169 220
125,173 50
125,238 77
125,254 247
126,26 30
126,134 94
127,43 233
127,58 235
127,71 134
127,99 33
127,131 60
127,170 160
127,183 45
127,208 217
127,227 198
127,240 54
128,10 81
128,20 150
128,89 84
128,215 177
129,17 59
129,168 139
129,238 156
130,95 72
130,101 46
130,111 233
130,114 205
130,146 232
130,171 64
130,212 163
130,217 138
130,255 154
131,1 198
131,24 156
131,96 22
131,160 1
131,180 244
131,248 77
132,56 65
132,84 218
132,229 117
132,233 12
132,252 135
133,42 102
133,97 128
133,108 134
133,162 122
133,179 181
134,65 144
134,73 12
134,115 74
134,123 5
134,172 218
134,237 138
135,5 144
135,11 152
135,26 239
135,30 217
135,35 36
135,108 2
135,118 76
135,145 12
135,172 197
135,201 52
136,66 154
136,69 79
136,83 124
136,85 50
136,235 63
136,255 4
137,5 150
137,51 106
137,168 83
137,183 191
137,249 123
138,29 190
138,64 65
138,122 221
138,173 108
138,214 31
138,238 230
139,28 56
139,31 66
139,36 136
139,51 113
139,53 12
139,66 159
139,74 23
139,82 183
139,150 92
139,158 61
139,167 174
139,232 233
139,233 133
140,1 36
140,17 8
140,26 117
140,32 115
140,46 194
140,151 237
140,173 74
140,181 30
140,192 92
140,215 99
140,222 89
141,81 78
141,96 216
141,158 242
141,230 29
141,243 233
142,10 72
142,34 140
142,45 161
142,52 218
142,102 124
142,118 188
142,122 98
142,133 84
142,171 129
142,192 119
143,18 41
143,56 116
143,68 193
143,76 28
143,108 106
143,185 64
143,199 152
144,17 106
144,20 66
144,52 65
144,53 118
144,89 89
144,94 185
144,109 254
144,114 29
144,153 90
145,47 254
145,63 16
145,109 86
145,139 190
145,163 225
145,179 136
145,209 3
145,220 178
145,241 62
146,181 243
146,184 1
146,203 196
146,225 9
146,238 24
146,255 93
147,101 231
147,174 180
147,205 183
147,220 66
147,230 184
148,22 168
148,41 133
148,42 122
148,73 199
148,95 117
148,102 22
148,119 239
148,163 251
148,167 73
148,206 84
148,230 149
149,31 89
149,35 151
149,141 48
150,5 73
150,44 44
150,48 175
150,113 196
150,160 69
150,191 150
150,246 76
151,1 208
151,5 104
151,89 188
151,156 127
151,177 148
151,209 128
151,211 111
151,234 183
152,65 63
152,95 39
152,103 83
152,151 202
152,182 170
152,186 234
153,32 26
153,35 101
153,43 67
153,52 17
153,57 213
153,65 199
153,87 67
153,227 22
153,228 99
154,18 52
154,23 121
154,37 192
154,76 50
154,121 26
154,124 191
154,128 169
154,132 30
154,151 253
154,204 152
154,213 213
154,222 72
154,224 225
154,229 120
154,247 234
154,253 224
155,8 45
155,13 81
155,24 7
155,107 162
155,123 136
155,132 160
155,136 11
155,193 121
155,209 76
155,220 35
155,241 30
156,0 62
156,3 61
156,53 148
156,86 161
156,130 87
156,135 129
156,227 251
156,243 34
156,246 73
156,251 193
157,34 186
157,36 131
157,115 115
157,124 243
157,135 254
157,151 203
157,187 71
157,217 49
157,238 29
158,24 79
158,96 94
158,102 92
158,179 209
158,194 71
158,229 214
159,37 14
159,62 116
159,115 81
159,168 242
159,202 56
159,216 22
159,250 0
160,73 115
160,82 87
160,107 238
160,147 158
160,173 142
161,16 29
161,25 219
161,55 64
161,96 240
161,109 228
161,113 3
161,115 98
161,118 237
161,153 117
161,185 137
161,231 86
161,232 149
162,37 66
162,40 147
162,223 218
162,233 213
163,11 49
163,13 170
163,133 251
163,136 179
163,140 82
163,142 25
163,148 132
163,152 159
163,175 139
163,189 134
163,204 242
163,241 152
163,255 214
164,14 75
164,35 238
164,49 242
164,79 138
164,153 216
164,254 67
165,14 99
165,21 242
165,82 49
165,118 242
165,125 49
165,172 81
165,194 145
165,199 55
166,55 142
166,79 102
166,112 196
166,115 4
166,116 140
166,178 140
166,179 221
166,202 120
166,208 246
166,223 121
167,1 120
167,9 83
167,24 139
167,34 7
167,74 153
167,106 168
167,114 27
167,147 228
167,182 142
168,24 59
168,32 187
168,101 16
168,123 213
168,155 217
168,198 174
168,206 245
168,207 183
168,212 134
168,234 208
169,8 24
169,32 133
169,59 108
169,118 3
169,142 13
169,194 81
169,233 31
169,237 94
169,240 205
170,36 143
170,158 158
170,168 132
170,173 63
170,203 47
171,109 111
171,114 17
171,139 62
171,161 233
171,181 209
171,198 81
171,213 245
172,35 16
172,38 249
172,47 210
172,98 187
172,124 218
172,138 236
172,148 53
172,155 12
172,159 189
172,223 222
172,230 245
172,236 165
173,16 198
173,109 214
173,169 182
173,175 10
174,14 72
174,34 96
174,92 243
174,100 203
174,109 174
174,123 68
174,139 159
174,153 34
174,235 4
175,32 86
175,59 159
175,82 234
175,210 53
175,213 219
175,235 210
175,247 212
176,79 61
176,98 41
176,128 5
176,158 102
176,165 196
176,194 8
176,206 61
177,22 200
177,28 165
177,40 200
177,42 138
177,45 113
177,127 40
177,220 183
177,253 204
177,254 8
178,8 64
178,15 87
178,50 163
178,64 248
178,69 10
178,82 158
178,85 131
178,95 213
178,107 58
178,137 196
178,138 123
178,141 230
178,169 162
178,218 145
178,234 31
179,12 6
179,59 120
179,104 198
179,127 9
179,131 96
179,182 132
179,189 168
179,195 7
179,213 10
179,246 115
180,51 52
180,105 205
180,171 53
180,175 173
180,224 63
180,231 64
180,249 69
181,18 224
181,102 70
181,110 186
181,180 109
181,239 172
181,243 249
181,255 26
182,57 58
182,72 65
182,84 111
182,87 96
182,107 98
182,160 237
182,175 160
182,191 40
182,224 220
182,231 141
183,40 111
183,62 249
183,79 137
183,87 123
183,91 199
183,159 19
183,216 179
183,246 223
184,42 114
184,116 194
184,137 193
184,164 26
184,238 223
185,1 159
185,20 12
185,49 23
185,59 206
185,86 146
185,104 116
185,131 225
185,142 109
185,201 165
185,203 167
186,13 151
186,33 91
186,44 186
186,85 1
186,158 189
186,184 29
186,228 96
186,235 231
186,244 59
186,246 197
186,249 104
187,0 255
187,33 151
187,35 251
187,39 76
187,75 92
187,176 113
187,198 212
188,27 79
188,41 128
188,79 239
188,105 131
188,109 22
188,110 157
188,132 238
188,191 152
188,207 126
188,210 41
188,217 78
188,224 97
189,27 18
189,28 81
189,32 194
189,42 174
189,97 113
189,148 2
189,183 144
189,221 115
190,12 127
190,22 134
190,91 113
190,165 250
190,170 197
190,176 46
190,184 6
190,220 103
190,224 73
190,225 181
190,249 164
191,20 156
191,35 221
191,38 2
191,52 160
191,91 120
191,123 19
191,128 82
191,154 241
191,173 61
191,175 251
191,192 41
191,210 138
191,223 1
191,228 42
191,244 121
192,20 26
192,30 247
192,62 234
192,88 121
192,128 146
192,177 49
192,194 89
192,230 102
192,241 198
193,22 52
193,58 23
193,68 127
193,135 66
193,151 126
193,153 240
193,199 251
193,206 9
193,217 66
193,251 118
194,8 205
194,84 8
194,104 29
194,130 188
194,168 171
194,215 59
194,224 39
195,4 113
195,42 124
195,198 75
195,205 178
196,57 26
196,87 117
196,111 149
196,117 126
196,122 207
196,125 201
196,140 4
196,210 33
196,224 97
197,31 71
197,85 247
197,110 136
197,118 132
197,176 112
197,191 6
197,208 47
197,215 89
197,243 87
198,14 167
198,25 195
198,47 122
198,86 175
198,88 233
198,135 70
198,141 19
198,177 37
198,184 44
198,203 153
199,15 2
199,33 244
199,48 220
199,93 225
199,101 187
199,166 80
199,196 15
199,225 155
199,250 253
200,23 221
200,30 71
200,36 84
200,40 133
200,120 150
200,192 75
200,246 127
200,251 13
201,20 109
202,1 187
202,32 78
202,33 139
202,48 46
202,88 145
202,103 192
202,144 220
202,207 43
202,211 15
203,20 110
203,64 133
203,78 91
203,130 102
203,172 109
203,188 73
203,197 155
203,226 14
203,251 56
204,3 158
204,57 147
204,113 143
204,163 163
204,224 159
204,249 215
204,254 63
205,1 248
205,83 4
205,134 211
205,178 176
205,201 232
205,219 166
205,222 39
205,223 181
205,229 31
205,236 149
205,253 23
206,35 165
206,76 213
206,113 141
206,218 25
207,54 26
207,88 21
207,105 48
207,124 204
207,151 50
207,157 132
207,176 216
207,200 168
207,249 19
208,11 130
208,27 190
208,55 69
208,132 40
208,160 84
208,203 237
208,232 161
208,246 216
208,247 152
209,5 132
209,27 116
209,69 106
209,89 32
209,95 165
209,103 35
209,114 17
209,130 79
209,135 142
209,211 112
209,215 242
210,12 18
210,24 139
210,102 100
210,122 105
210,157 75
210,199 158
210,226 115
210,243 2
211,6 81
211,61 46
211,64 155
211,129 19
211,166 49
211,186 180
211,240 226
211,241 184
212,21 243
212,22 121
212,23 111
212,40 217
212,90 96
212,94 15
212,176 76
212,186 19
212,226 251
212,228 53
212,233 65
213,6 229
213,11 5
213,78 233
213,144 26
213,150 123
213,222 169
214,81 70
214,180 247
214,216 35
214,221 123
215,36 39
215,37 234
215,42 231
215,77 38
215,102 198
215,113 112
215,136 43
215,137 179
215,144 7
215,153 108
215,199 58
216,13 49
216,44 5
216,53 114
216,58 119
216,131 137
216,141 159
216,165 199
216,166 94
216,232 247
217,3 158
217,17 189
217,65 107
217,78 202
217,141 147
217,172 159
217,197 96
217,244 81
218,25 178
218,29 240
218,36 87
218,83 78
218,153 17
218,161 36
218,176 147
218,188 174
218,192 208
219,37 160
219,94 254
219,96 172
219,107 106
219,143 49
219,151 11
219,159 146
219,168 181
219,248 188
220,7 8
220,126 47
220,145 23
220,207 137
221,87 146
221,94 200
221,170 100
221,174 199
221,187 249
222,146 55
222,171 106
222,184 152
222,204 88
222,239 3
222,241 115
222,252 212
223,73 167
223,110 192
223,112 135
223,123 37
224,122 145
224,140 229
224,190 191
224,221 155
224,246 245
225,96 119
225,105 111
225,126 59
226,22 75
226,33 61
226,56 189
226,84 148
226,94 105
226,135 246
227,67 130
227,108 159
227,118 22
227,120 154
227,157 72
227,174 171
227,212 81
227,221 109
227,242 74
228,5 26
228,32 48
228,56 233
228,69 49
228,86 230
228,139 81
228,231 69
229,10 249
229,14 196
229,30 51
229,91 106
229,103 223
229,164 148
229,178 242
229,212 103
229,232 250
229,236 182
230,9 247
230,95 104
230,104 223
230,131 5
230,138 17
230,158 206
230,168 137
230,217 91
231,15 63
231,30 111
231,90 148
231,100 60
231,131 47
231,135 153
231,138 57
231,186 203
232,21 200
232,105 147
232,119 170
232,150 51
232,185 71
232,186 212
232,205 49
232,255 32
233,27 12
233,57 22
233,67 106
233,92 21
233,122 154
233,126 102
233,127 186
233,145 210
233,148 199
233,205 143
234,11 171
234,50 130
234,64 27
234,97 135
234,178 194
234,192 70
234,221 160
235,22 136
235,45 113
235,47 5
235,88 191
235,146 248
235,156 143
235,183 211
235,237 128
236,68 39
236,72 13
236,84 210
236,127 167
236,131 203
236,177 27
236,248 170
237,26 180
237,54 9
237,65 213
237,71 97
237,86 189
237,111 103
237,125 117
237,150 158
237,188 65
237,190 175
237,222 71
237,250 30
238,66 136
238,79 215
238,86 235
238,93 6
238,106 50
238,111 144
239,20 246
239,37 57
239,45 118
239,51 153
239,77 30
239,92 182
239,140 102
239,144 125
239,147 206
239,173 62
239,192 118
239,252 186
240,1 145
240,12 186
240,23 221
240,25 137
240,26 157
240,65 120
240,124 207
240,125 239
241,56 63
241,160 112
241,163 166
241,175 86
241,185 181
241,223 163
242,86 196
242,121 120
242,130 192
243,87 32
243,129 60
243,146 182
243,201 39
244,36 4
244,43 8
244,55 202
244,70 2
244,80 143
244,96 45
244,100 141
244,179 250
244,185 187
244,197 181
244,201 81
244,206 93
244,216 177
244,219 59
244,249 231
245,8 49
245,45 72
245,63 74
245,73 46
245,96 113
245,104 207
245,138 89
245,159 253
245,165 125
245,166 243
245,170 75
245,183 3
245,228 17
245,251 221
246,14 195
246,29 137
246,33 10
246,81 66
246,103 111
246,126 134
246,177 241
246,217 227
246,238 177
246,249 157
246,254 218
247,93 31
247,192 199
247,210 85
247,216 78
247,221 40
247,243 153
248,12 148
248,91 29
248,100 103
248,157 20
248,170 121
248,210 251
248,230 214
249,6 7
249,40 157
249,48 71
249,51 177
249,85 241
249,89 127
249,133 127
249,154 22
249,175 179
249,204 40
249,229 111
249,247 66
250,5 47
250,20 187
250,157 74
250,209 201
250,216 244
250,244 0
251,16 185
251,60 138
251,65 25
251,71 4
251,98 137
251,149 184
251,168 143
251,171 176
251,177 65
251,187 188
251,225 171
252,23 63
252,35 223
252,41 107
252,48 85
252,84 33
252,247 246
253,19 11
253,48 34
253,97 204
253,108 108
253,160 71
253,169 33
253,200 84
254,7 218
254,22 100
254,31 199
254,114 62
254,163 246
254,174 107
254,176 84
254,195 10
254,212 146
254,215 199
254,238 147
255,1 147
255,24 84
255,26 175
255,32 42
255,71 199
255,74 174
255,150 167
255,152 107
255,160 159
255,169 42
255,178 235
255,221 213
