179,86
96,84
150,130
104,140
110,93
104,22
204,227
200,86
102,234
14,132
16,49
76,109
46,101
203,112
77,177
0,0
8,96
84,158
226,188
42,80
26,146
103,230
117,47
60,220
25,75
96,41
124,172
150,170
17,97
27,94
19,27
94,27
123,178
185,94
110,227
174,136
117,21
111,235
68,171
199,94
246,39
135,115
211,30
29,228
127,56
66,146
83,160
82,102
45,192
73,219
73,191
241,184
170,53
99,113
147,90
152,27
205,107
57,234
79,184
35,145
75,118
49,248
69,131
95,114
67,168
78,140
103,63
68,17
116,168
130,8
2,26
35,207
133,92
185,212
20,220
101,95
83,150
88,152
25,183
11,93
95,89
233,199
152,46
216,12
214,91
20,216
117,55
167,251
147,96
207,168
61,53
7,144
203,95
40,229
22,51
66,118
140,43
61,36
89,21
49,47
112,69
7,230
125,174
225,16
15,176
184,76
229,192
220,177
31,4
150,54
172,196
3,233
233,93
254,26
140,111
95,148
85,220
66,54
237,81
230,165
157,204
101,121
125,133
126,19
187,182
235,103
